     166       1       2       2       1       5       5
     167       2       2       3       4       4       4
     168       3       3       3       1       1       1
     169       1       1       1       2       5       6
     170       1       2       2       1       5       5
     171       2       2       3       4       4       4
     172       3       3       3       1       1       1
     173       1       1       1       2       5       6
     174       1       2       2       1       5       5
     175       2       2       3       4       4       4
     176       3       3       3       1       1       1
     177       1       1       1       2       5       6
     178       1       2       2       1       5       5
     179       2       2       3       4       4       4
     180       3       3       3       1       1       1
     181       1       1       1       2       5       6
     182       1       2       2       1       5       5
     183       2       2       3       4       4       4
     184       3       3       3       1       1       1
     185       1       1       1       2       5       6
     186       1       2       2       1       5       5
     187       2       2       3       4       4       4
     188       3       3       3       1       1       1
     189       1       1       1       2       5       6
     190       1       2       2       1       5       5
     191       2       2       3       4       4       4
     192       3       3       3       1       1       1
     193       1       1       1       2       5       6
     194       1       2       2       1       5       5
     195       2       2       3       4       4       4
     196       3       3       3       1       1       1
     197       1       1       1       2       5       6
     198       1       2       2       1       5       5
     199       2       2       3       4       4       4
     200       3       3       3       1       1       1
     201       1       1       1       2       5       6
     202       1       2       2       1       5       5
     203       2       2       3       4       4       4
     204       3       3       3       1       1       1
     205       1       1       1       2       5       6
     206       1       2       2       1       5       5
     207       2       2       3       4       4       4
     208       3       3       3       1       1       1
     209       1       1       1       2       5       6
     210       1       2       2       1       5       5
     211       2       2       3       4       4       4
     212       3       3       3       1       1       1
     213       1       1       1       2       5       6
     214       1       2       2       1       5       5
     215       2       2       3       4       4       4
     216       3       3       3       1       1       1
     217       1       1       1       2       5       6
     218       1       2       2       1       5       5
     219       2       2       3       4       4       4
     220       3       3       3       1       1       1
     221       1       1       1       2       5       6
     222       1       2       2       1       5       5
     223       2       2       3       4       4       4
     224       3       3       3       1       1       1
     225       1       1       1       2       5       6
     226       1       2       2       1       5       5
     227       2       2       3       4       4       4
     228       3       3       3       1       1       1
     229       1       1       1       2       5       6
     230       1       2       2       1       5       5
     231       2       2       3       4       4       4
     232       3       3       3       1       1       1
     233       1       1       1       2       5       6
     234       1       2       2       1       5       5
     235       2       2       3       4       4       4
     236       3       3       3       1       1       1
     237       1       1       1       2       5       6
     238       1       2       2       1       5       5
     239       2       2       3       4       4       4
     240       3       3       3       1       1       1
     241       1       1       1       2       5       6
     242       1       2       2       1       5       5
     243       2       2       3       4       4       4
     244       3       3       3       1       1       1
     245       1       1       1       2       5       6
     246       1       2       2       1       5       5
     247       2       2       3       4       4       4
     248       3       3       3       1       1       1
     249       1       1       1       2       5       6
     250       1       2       2       1       5       5
     251       2       2       3       4       4       4
     252       3       3       3       1       1       1
     253       1       1       1       2       5       6
     254       1       2       2       1       5       5
     255       2       2       3       4       4       4
     256       3       3       3       1       1       1
     257       1       1       1       2       5       6
     258       1       2       2       1       5       5
     259       2       2       3       4       4       4
     260       3       3       3       1       1       1
     261       1       1       1       2       5       6
     262       1       2       2       1       5       5
     263       2       2       3       4       4       4
     264       3       3       3       1       1       1
     265       1       1       1       2       5       6
     266       1       2       2       1       5       5
     267       2       2       3       4       4       4
     268       3       3       3       1       1       1
     269       1       1       1       2       5       6
     270       1       2       2       1       5       5
     271       2       2       3       4       4       4
     272       3       3       3       1       1       1
     273       1       1       1       2       5       6
     274       1       2       2       1       5       5
     275       2       2       3       4       4       4
     276       3       3       3       1       1       1
     277       1       1       1       2       5       6
     278       1       2       2       1       5       5
     279       2       2       3       4       4       4
     280       3       3       3       1       1       1
     281       1       1       1       2       5       6
     282       1       2       2       1       5       5
     283       2       2       3       4       4       4
     284       3       3       3       1       1       1
     285       1       1       1       2       5       6
     286       1       2       2       1       5       5
     287       2       2       3       4       4       4
     288       3       3       3       1       1       1
     289       1       1       1       2       5       6
     290       1       2       2       1       5       5
     291       2       2       3       4       4       4
     292       3       3       3       1       1       1
     293       1       1       1       2       5       6
     294       1       2       2       1       5       5
     295       2       2       3       4       4       4
     296       3       3       3       1       1       1
     297       1       1       1       2       5       6
     298       1       2       2       1       5       5
     299       2       2       3       4       4       4
     300       3       3       3       1       1       1
     301       1       1       1       2       5       6
     302       1       2       2       1       5       5
     303       2       2       3       4       4       4
     304       3       3       3       1       1       1
     305       2       1       1       2       5       6
     306       5       1       2       2       2       5
     307       2       3       3       4       4       4
     308       3       4       3       1       1       1
     309       1       1       1       4       1       6
     310       1       2       2       4       5       5
     311       2       2       3       4       5       4
     312       3       3       3       1       1       1
     313       1       1       1       5       5       6
     314       1       2       2       4       5       5
     315       2       2       3       4       4       4
     316       3       3       3       1       1       1
     317       1       1       1       5       5       6
     318       1       2       2       4       5       5
     319       2       2       3       4       4       4
     320       3       3       3       1       1       1
     321       1       1       1       5       5       6
     322       1       2       2       4       5       5
     323       2       2       3       4       4       4
     324       3       3       3       1       1       1
     325       1       1       1       5       5       6
     326       1       2       2       4       5       5
     327       2       2       3       4       4       4
     328       3       3       3       1       1       1
     329       1       1       1       5       5       6
     330       1       2       2       4       5       5
     331       2       2       3       4       4       4
     332       3       3       3       1       1       1
     333       1       1       1       5       5       6
     334       1       2       2       4       5       5
     335       2       2       3       4       4       4
     336       3       3       3       1       1       1
     337       1       1       1       5       5       6
     338       1       2       2       4       5       5
     339       2       2       3       4       4       4
     340       3       3       3       1       1       1
     341       1       1       1       5       5       6
     342       1       2       2       4       5       5
     343       2       2       3       4       4       4
     344       3       3       3       1       1       1
     345       1       1       1       5       5       6
     346       1       2       2       4       5       5
     347       2       2       3       4       4       4
     348       3       3       3       1       1       1
     349       1       1       1       5       5       6
     350       1       2       2       4       5       5
     351       2       2       3       4       4       4
     352       3       3       3       1       1       1
     353       1       1       1       5       5       6
     354       1       2       2       4       5       5
     355       2       2       3       4       4       4
     356       3       3       3       1       1       1
     357       1       1       1       5       5       6
     358       1       2       2       4       5       5
     359       2       2       3       4       4       4
     360       3       3       3       1       1       1
     361       1       1       1       5       5       6
     362       1       2       2       4       5       5
     363       2       2       3       4       4       4
     364       3       3       3       1       1       1
     365       1       1       1       5       5       6
     366       1       2       2       4       5       5
     367       2       2       3       4       4       4
     368       3       3       3       1       1       1
     369       1       1       1       5       5       6
     370       1       2       2       4       5       5
     371       2       2       3       4       4       4
     372       3       3       3       1       1       1
     373       1       1       1       5       5       6
     374       1       2       2       4       5       5
     375       2       2       3       4       4       4
     376       3       3       3       1       1       1
     377       1       1       1       5       5       6
     378       1       2       2       4       5       5
     379       2       2       3       4       4       4
     380       3       3       3       1       1       1
     381       1       1       1       5       5       6
     382       1       2       2       4       5       5
     383       2       2       3       4       4       4
     384       3       3       3       1       1       1
     385       1       1       1       5       5       6
     386       1       2       2       4       5       5
     387       2       2       3       4       4       4
     388       3       3       3       1       1       1
     389       1       1       1       5       5       6
     390       1       2       2       4       5       5
     391       2       2       3       4       4       4
     392       3       3       3       1       1       1
     393       1       1       1       5       5       6
     394       1       2       2       4       5       5
     395       2       2       3       4       4       4
     396       3       3       3       1       1       1
     397       1       1       1       5       5       6
     398       1       2       2       4       5       5
     399       2       2       3       4       4       4
     400       3       3       3       1       1       1
     401       1       1       1       5       5       6
     402       1       2       2       4       5       5
     403       2       2       3       4       4       4
     404       3       3       3       1       1       1
     405       1       1       1       5       5       6
     406       1       2       2       4       5       5
     407       2       2       3       4       4       4
     408       3       3       3       1       1       1
     409       1       1       1       5       5       6
     410       1       2       2       4       5       5
     411       2       2       3       4       4       4
     412       3       3       3       1       1       1
     413       1       1       1       5       5       6
     414       1       2       2       4       5       5
     415       2       2       3       4       4       4
     416       3       3       3       1       1       1
     417       1       1       1       5       5       6
     418       1       2       2       4       5       5
     419       2       2       3       4       4       4
     420       3       3       3       1       1       1
     421       1       1       1       5       5       6
     422       1       2       2       4       5       5
     423       2       2       3       4       4       4
     424       3       3       3       1       1       1
     425       1       1       1       5       5       6
     426       1       2       2       4       5       5
     427       2       2       3       4       4       4
     428       3       3       3       1       1       1
     429       1       1       1       5       5       6
     430       1       2       2       4       5       5
     431       2       2       3       4       4       4
     432       3       3       3       1       1       1
     433       1       1       1       5       5       6
     434       1       2       2       4       5       5
     435       2       2       3       4       4       4
     436       3       3       3       1       1       1
     437       1       1       1       5       5       6
     438       1       2       2       4       5       5
     439       2       2       3       4       4       4
     440       3       3       3       1       1       1
     441       1       1       1       5       5       6
     442       1       2       2       4       5       5
     443       2       2       3       4       4       4
     444       3       3       3       1       1       1
     445       1       1       1       5       5       6
     446       1       2       2       4       5       5
     447       2       2       3       4       4       4
     448       3       3       3       1       1       1
     449       1       1       1       5       5       6
     450       1       2       2       4       5       5
     451       2       2       3       4       4       4
     452       3       3       3       1       1       1
     453       1       1       1       5       5       6
     454       1       2       2       4       5       5
     455       2       2       3       4       4       4
     456       3       3       3       1       1       1
     457       1       1       1       5       5       6
     458       1       2       2       4       5       5
     459       2       2       3       4       4       4
     460       3       3       3       1       1       1
     461       1       1       1       5       5       6
     462       1       2       2       4       5       5
     463       2       2       3       4       4       4
     464       3       3       3       1       1       1
     465       1       1       1       5       5       6
     466       1       2       2       4       5       5
     467       2       2       3       4       4       4
     468       3       3       3       1       1       1
     469       1       1       1       5       5       6
     470       1       2       2       4       5       5
     471       2       2       3       4       4       4
     472       3       3       3       1       1       1
     473       1       1       1       5       5       6
     474       1       2       2       4       5       5
     475       2       2       3       4       4       4
     476       3       3       3       1       1       1
     477       1       1       1       5       5       6
     478       1       2       2       4       5       5
     479       2       2       3       4       4       4
     480       3       3       3       1       1       1
     481       1       1       1       5       5       6
     482       1       2       2       4       5       5
     483       2       2       3       4       4       4
     484       3       3       3       1       1       1
     485       1       1       1       5       5       6
     486       1       2       2       4       5       5
     487       2       2       3       4       4       4
     488       3       3       3       1       1       1
     489       1       1       1       5       5       6
     490       1       2       2       4       5       5
     491       2       2       3       4       4       4
     492       3       3       3       1       1       1
     493       1       1       1       5       5       6
     494       1       2       2       4       5       5
     495       2       2       3       4       4       4
     496       3       3       3       1       1       1
     497       1       1       1       5       5       6
     498       1       2       2       4       5       5
     499       2       2       3       4       4       4
     500       3       3       3       1       1       1
     501       1       1       1       5       5       6
     502       1       2       2       4       5       5
     503       2       2       3       4       4       4
     504       3       3       3       1       1       1
     505       1       1       1       5       5       6
     506       1       2       2       4       5       5
     507       2       2       3       4       4       4
     508       3       3       3       1       1       1
     509       1       1       1       5       5       6
     510       1       2       2       4       5       5
     511       2       2       3       4       4       4
     512       3       3       3       1       1       1
     513       1       1       1       5       5       6
     514       1       2       2       4       5       5
     515       2       2       3       4       4       4
     516       3       3       3       1       1       1
     517       1       1       1       5       5       6
     518       1       2       2       4       5       5
     519       2       2       3       4       4       4
     520       3       3       3       1       1       1
     521       1       1       1       5       5       6
     522       1       2       2       4       5       5
     523       2       2       3       4       4       4
     524       3       3       3       1       1       1
     525       1       1       1       5       5       6
     526       1       2       2       4       5       5
     527       2       2       3       4       4       4
     528       3       3       3       1       1       1
     529       1       1       1       5       5       6
     530       1       2       2       4       5       5
     531       2       2       3       4       4       4
     532       3       3       3       1       1       1
     533       1       1       1       5       5       6
     534       1       2       2       4       5       5
     535       2       2       3       4       4       4
     536       3       3       3       1       1       1
     537       1       1       1       5       5       6
     538       1       2       2       4       5       5
     539       2       2       3       4       4       4
     540       3       3       3       1       1       1
     541       1       1       1       5       5       6
     542       1       2       2       4       5       5
     543       2       2       3       4       4       4
     544       3       3       3       1       1       1
     545       1       1       1       5       5       6
     546       1       2       2       4       5       5
     547       2       2       3       4       4       4
     548       3       3       3       1       1       1
     549       1       1       1       5       5       6
     550       1       2       2       4       5       5
     551       2       2       3       4       4       4
     552       3       3       3       1       1       1
     553       1       1       1       5       5       6
     554       1       2       2       4       5       5
     555       2       2       3       4       4       4
     556       3       3       3       1       1       1
     557       1       1       1       5       5       6
     558       1       2       2       4       5       5
     559       2       2       3       4       4       4
     560       3       3       3       1       1       1
     561       1       1       1       5       5       6
     562       1       2       2       4       5       5
     563       2       2       3       4       4       4
     564       3       3       3       1       1       1
     565       1       1       1       5       5       6
     566       1       2       2       4       5       5
     567       2       2       3       4       4       4
     568       3       3       3       1       1       1
     569       1       1       1       5       5       6
     570       1       2       2       4       5       5
     571       2       2       3       4       4       4
     572       3       3       3       1       1       1
     573       1       1       1       5       5       6
     574       1       2       2       4       5       5
     575       2       2       3       4       4       4
     576       3       3       3       1       1       1
     577       1       1       1       5       5       6
     578       1       2       2       4       5       5
     579       2       2       3       4       4       4
     580       3       3       3       1       1       1
     581       1       1       1       5       5       6
     582       1       2       2       4       5       5
     583       2       2       3       4       4       4
     584       3       3       3       1       1       1
     585       1       1       1       5       5       6
     586       1       2       2       4       5       5
     587       2       2       3       4       4       4
     588       3       3       3       1       1       1
     589       1       1       1       5       5       6
     590       1       2       2       4       5       5
     591       2       2       3       4       4       4
     592       3       3       3       1       1       1
     593       1       1       1       5       5       6
     594       1       2       2       4       5       5
     595       2       2       3       4       4       4
     596       3       3       3       1       1       1
     597       1       1       1       5       5       6
     598       1       2       2       4       5       5
     599       2       2       3       4       4       4
     600       3       3       3       1       1       1
     601       1       1       1       5       5       6
     602       1       2       2       4       5       5
     603       2       2       3       4       4       4
     604       3       3       3       1       1       1
     605       1       1       1       5       5       6
     606       1       2       2       4       5       5
     607       2       2       3       4       4       4
     608       3       3       3       1       1       1
     609       1       1       1       5       5       6
     610       1       2       2       4       5       5
     611       2       2       3       4       4       4
     612       3       3       3       1       1       1
     613       2       1       1       5       5       6
     614       5       1       2       2       5       5
     615       2       3       3       4       4       4
     616       3       4       3       1       1       1
     617       1       1       1       4       1       6
     618       1       2       2       4       5       5
     619       2       2       3       4       5       4
     620       3       3       3       1       1       1
     621       1       1       1       5       5       6
     622       1       2       2       4       5       5
     623       2       2       3       4       4       4
     624       3       3       3       1       1       1
     625       1       1       1       5       5       6
     626       1       2       2       4       5       5
     627       2       2       3       4       4       4
     628       3       3       3       1       1       1
     629       1       1       1       5       5       6
     630       1       2       2       4       5       5
     631       2       2       3       4       4       4
     632       3       3       3       1       1       1
     633       1       1       1       5       5       6
     634       1       2       2       4       5       5
     635       2       2       3       4       4       4
     636       3       3       3       1       1       1
     637       1       1       1       5       5       6
     638       1       2       2       4       5       5
     639       2       2       3       4       4       4
     640       3       3       3       1       1       1
     641       1       1       1       5       5       6
     642       1       2       2       4       5       5
     643       2       2       3       4       4       4
     644       3       3       3       1       1       1
     645       1       1       1       5       5       6
     646       1       2       2       4       5       5
     647       2       2       3       4       4       4
     648       3       3       3       1       1       1
     649       1       1       1       5       5       6
     650       1       2       2       4       5       5
     651       2       2       3       4       4       4
     652       3       3       3       1       1       1
     653       1       1       1       5       5       6
     654       1       2       2       4       5       5
     655       2       2       3       4       4       4
     656       3       3       3       1       1       1
     657       1       1       1       5       5       6
     658       1       2       2       4       5       5
     659       2       2       3       4       4       4
     660       3       3       3       1       1       1
     661       1       1       1       5       5       6
     662       1       2       2       4       5       5
     663       2       2       3       4       4       4
     664       3       3       3       1       1       1
     665       1       1       1       5       5       6
     666       1       2       2       4       5       5
     667       2       2       3       4       4       4
     668       3       3       3       1       1       1
     669       1       1       1       5       5       6
     670       1       2       2       4       5       5
     671       2       2       3       4       4       4
     672       3       3       3       1       1       1
     673       1       1       1       5       5       6
     674       1       2       2       4       5       5
     675       2       2       3       4       4       4
     676       3       3       3       1       1       1
     677       1       1       1       5       5       6
     678       1       2       2       4       5       5
     679       2       2       3       4       4       4
     680       3       3       3       1       1       1
     681       1       1       1       5       5       6
     682       1       2       2       4       5       5
     683       2       2       3       4       4       4
     684       3       3       3       1       1       1
     685       1       1       1       5       5       6
     686       1       2       2       4       5       5
     687       2       2       3       4       4       4
     688       3       3       3       1       1       1
     689       1       1       1       5       5       6
     690       1       2       2       4       5       5
     691       2       2       3       4       4       4
     692       3       3       3       1       1       1
     693       1       1       1       5       5       6
     694       1       2       2       4       5       5
     695       2       2       3       4       4       4
     696       3       3       3       1       1       1
     697       1       1       1       5       5       6
     698       1       2       2       4       5       5
     699       2       2       3       4       4       4
     700       3       3       3       1       1       1
     701       1       1       1       5       5       6
     702       1       2       2       4       5       5
     703       2       2       3       4       4       4
     704       3       3       3       1       1       1
     705       1       1       1       5       5       6
     706       1       2       2       4       5       5
     707       2       2       3       4       4       4
     708       3       3       3       1       1       1
     709       1       1       1       5       5       6
     710       1       2       2       4       5       5
     711       2       2       3       4       4       4
     712       3       3       3       1       1       1
     713       1       1       1       5       5       6
     714       1       2       2       4       5       5
     715       2       2       3       4       4       4
     716       3       3       3       1       1       1
     717       1       1       1       5       5       6
     718       1       2       2       4       5       5
     719       2       2       3       4       4       4
     720       3       3       3       1       1       1
     721       1       1       1       5       5       6
     722       1       2       2       4       5       5
     723       2       2       3       4       4       4
     724       3       3       3       1       1       1
     725       1       1       1       5       5       6
     726       1       2       2       4       5       5
     727       2       2       3       4       4       4
     728       3       3       3       1       1       1
     729       1       1       1       5       5       6
     730       1       2       2       4       5       5
     731       2       2       3       4       4       4
     732       3       3       3       1       1       1
     733       1       1       1       5       5       6
     734       1       2       2       4       5       5
     735       2       2       3       4       4       4
     736       3       3       3       1       1       1
     737       1       1       1       5       5       6
     738       1       2       2       4       5       5
     739       2       2       3       4       4       4
     740       3       3       3       1       1       1
     741       1       1       1       5       5       6
     742       1       2       2       4       5       5
     743       2       2       3       4       4       4
     744       3       3       3       1       1       1
     745       1       1       1       5       5       6
     746       1       2       2       4       5       5
     747       2       2       3       4       4       4
     748       3       3       3       1       1       1
     749       1       1       1       5       5       6
     750       1       2       2       4       5       5
     751       2       2       3       4       4       4
     752       3       3       3       1       1       1
     753       1       1       1       5       5       6
     754       1       2       2       4       5       5
     755       2       2       3       4       4       4
     756       3       3       3       1       1       1
     757       1       1       1       5       5       6
     758       1       2       2       4       5       5
     759       2       2       3       4       4       4
     760       3       3       3       1       1       1
     761       1       1       1       5       5       6
     762       1       2       2       4       5       5
     763       2       2       3       4       4       4
     764       3       3       3       1       1       1
     765       1       1       1       5       5       6
     766       1       2       2       4       5       5
     767       2       2       3       4       4       4
     768       3       3       3       1       1       1
     769       1       1       1       5       5       6
     770       1       2       2       4       5       5
     771       2       2       3       4       4       4
     772       3       3       3       1       1       1
     773       1       1       1       5       5       6
     774       1       2       2       4       5       5
     775       2       2       3       4       4       4
     776       3       3       3       1       1       1
     777       1       1       1       5       5       6
     778       1       2       2       4       5       5
     779       2       2       3       4       4       4
     780       3       3       3       1       1       1
     781       1       1       1       5       5       6
     782       1       2       2       4       5       5
     783       2       2       3       4       4       4
     784       3       3       3       1       1       1
     785       1       1       1       5       5       6
     786       1       2       2       4       5       5
     787       2       2       3       4       4       4
     788       3       3       3       1       1       1
     789       1       1       1       5       5       6
     790       1       2       2       4       5       5
